siteID,amt,mtcq,ap,pwq,ts,ps,ele,ele_SD,incli,cd,fe,nlut,agri,ah,N,mt,ndep,T,H,L,PSR,BSR
143,0.025,-1.35,1.5975,1.28,0.002000000000000668,1.3,1.44,0.0025258892476068694,2.0547169811320756,1,8.519649318695537,-1,-1.0377358490566038,2,-2.4734982332155475,-0.826086956521741,1.1222999999999999,-6.988847583643123,2.895683453237412,-1.9824561403508767,2.3205080756887746,1.0827625302982193
144,2.175,0.3,0.255,-0.41,1.3309999999999995,1.8,-2.96,-1.7592599771244397,-1.3495145631067962,-1,-2.4916615596224774,0.6666666666666666,1.8932038834951457,-0.4271844660194176,3.8996138996138985,2.6973684210526327,1.5001000000000002,0.8964143426294813,0.6573705179282863,-1.6666666666666652,1.5227116418583044,-2
145,1.0333333333333337,-0.6333333333333333,0.875,0.44,0.6913333333333345,1.9333333333333336,-0.415,0.9132589407187368,4.015238095238095,0.5,5.591612502255435,-0.6666666666666666,-1.095238095238095,1.619047619047619,0.7324840764331197,0.44642857142857206,0.5965,-2.7721088435374153,0.17915309446253858,-1.888888888888891,3.083141320025124,1.5574385243020004
146,-3.95,-4.425,3.885,2.38,-2.01,-0.9,9,0.3001650909325082,4.186138613861386,1,-5,-2.3333333333333335,-3.811881188118812,2,-10,-3.8888888888888884,-0.6763,-21.867469879518072,0.542168674698793,10.999999999999996,-5.726381504504296,-1.3944487245360109
147,-1.75,-2.6,1.515,0.76,-1.0380000000000003,1.4,4.88,1.1353955046854742,4.090756302521008,0,10.029021589007066,-0.6666666666666666,-2.899159663865546,2,-4.099616858237547,-1.2244897959183687,-0.17859999999999995,-10.02049180327869,-0.25590551181102317,0.24714828897338226,1.3401346383681911,2.0710678118654755
148,0.075,-1.4,0.405,-0.08,0.27200000000000024,2.6,0.89,0.6396213255152771,3.4161616161616157,-1,3.354430659503654,-0.6666666666666666,-0.4545454545454547,1.898989898989899,-0.7291666666666652,0.19607843137254832,0.6486000000000001,-5.036231884057969,1.4893617021276606,-3.3448275862068977,2.349351572897472,1.9282032302755088
149,-2.225,-2.975,1.365,0.47,-1.218,1.2,5.205,0.6285191663039654,3.1313131313131315,0.5,-0.3056948183825698,0,2.5757575757575752,1.797979797979798,-3.8989169675090274,-0.9243697478991608,-0.34,-11.235521235521237,-0.23897058823529438,3.007117437722422,1.852299546352718,2.2111025509279782
150,-3.9,-4.35,3.38,1.98,-2.026,-0.6,8.845,0.9165889379964887,4.635849056603773,0.5,-5,-2,-4.622641509433962,1.6226415094339628,-9.529411764705884,-2.222222222222223,-0.6841,-20.96385542168675,0.0588235294117645,9.318181818181817,-5.6191684803531405,-0.641101056459326
151,-1.85,-2.775,0.965,0.25,-0.9440000000000008,1.9,5.395,2.0331845823688597,5.573333333333333,0,0.38756704235395684,-2,-3.8571428571428568,2,-5.2972972972972965,-2.6923076923076916,-0.31900000000000006,-13.153409090909092,1.9565217391304346,0.13227513227513032,-1.0716117228158808,1.6332495807107996
152,-2,-2.75,0.525,-0.44,-1.1259999999999994,1.8,6.8625,1.238263639957247,4.044444444444444,-0.5,-2.3311024888163034,-1.6666666666666667,0.27777777777777785,2,-7.2058823529411775,-2.4193548387096753,-0.3806,-14.739583333333334,0.07462686567164312,3.2608695652173925,-0.40548048067357634,0.7445626465380286
153,-1.15,-2.325,-0.4025,-1.1,-0.28999999999999915,3.3,4.0525,1.0092443553199808,4.436170212765957,-1,0.4641875456043081,-1.6666666666666667,-4.8936170212765955,2,-3.347639484978542,-1.3157894736842124,-0.10510000000000001,-9.556074766355138,0.8370044052863435,-2.118644067796609,0.6524758424985286,1.7082039324993694
154,1.7,0.075,0.345,-2.24,0.6799999999999997,-1.8,-1.88,-1.670979320398012,-1.06890756302521,1,-0.12440381643087767,-1.3333333333333333,-0.9663865546218489,1.831932773109243,0.8982035928143706,0.37688442211055495,1.1016,0.45454545454545414,-1.8251533742331283,-2.5522388059701484,3.708286933869708,0.5677643628300215
155,1.1,-0.5,0.95,0.5,0.5380000000000003,2,0.4275,0.6965545557359024,3.7218181818181817,0,1.4409026334518584,-1,-4.181818181818182,1.9090909090909094,-0.588235294117645,-0.1308900523560208,0.5364000000000001,-3.9338235294117663,-0.1413427561837466,-3.797250859106529,2.3781471969827663,1.7823299831252681
156,0.125,-1.325,1.2725,0.94,0.2400000000000002,1.5,1.32,1.5089089046907231,6.336363636363636,1,6.492254578403021,-1,-4.090909090909091,2,-0.7182320441988965,-0.24590163934426368,0.9335999999999999,-5.910404624277459,0.29661016949152685,-2.6923076923076916,4.209372712298546,0.6568542494923806
157,0,-1.375,2.2825,-0.72,0.03200000000000003,-1.6,1.6925,0.5428815730108056,3.5703703703703704,1,-0.8119110667877986,-1.3333333333333333,-3.518518518518519,2,-1.056338028169015,0.0785340314136107,0.7561,-5.188679245283021,-0.9172661870503607,-2.719298245614037,2.0293863659264026,0.29150262212918143
158,0.3,-1,1.71,-0.36,-0.08799999999999919,-1.6,1.165,-0.9157067528731655,0.5716814159292035,1.5,3.0820831634658115,-1,0.48672566371681397,1.8230088495575216,1.25,2.267080745341614,0.9475999999999999,-3.833333333333333,0.5251141552511429,-3.1858407079646023,0.2315462117278173,0.4772255750516612
159,-2.85,-3.7,4.83,1.46,-1.1020000000000003,-2.4,7.465,0.6795152237941892,4.203703703703704,0,-5,-1.6666666666666667,-3.8888888888888884,1.8148148148148153,-7.5838926174496635,-1.3963963963963977,-0.2704,-18.61111111111111,0.3741496598639449,6.948051948051948,-2.4301949100234648,-0.5278640450004204
160,-0.525,-1.7,2.35,0.43,-0.29499999999999993,-1.8,1.49,2.7837984147251933,6.884848484848485,-1,10.364633164277572,-1,-4.797979797979798,2,-0.8407079646017701,-0.15723270440251458,0.9644999999999999,-6.15023474178404,1.357466063348416,-4.692982456140351,0.32970971675589134,0.8309518948453007
161,-0.35,-1.55,2.22,0.63,-0.22499999999999964,-1.3,2.16,3.7255518062662336,6.325454545454545,-0.5,6.666378337325463,0,-2.5454545454545454,1.8181818181818188,-1.4910025706940866,-0.7142857142857162,0.26539999999999997,-5.867208672086721,0.8136482939632561,-2.3913043478260887,5,1.7823299831252681
162,-1.5,-2.425,2.9775,2.51,-0.8849999999999998,0.2,5.08,0.6295009484872293,3.979047619047619,0,-1.548039847403451,-1.3333333333333333,-3.761904761904762,2,-4.135021097046412,-1.1176470588235299,-0.1513,-11.711111111111112,2.200854700854702,-0.5833333333333313,0.620499351813308,2.1414284285428504
163,0.1,-1.3,0.69,0.22,0.11599999999999966,2.4,1.785,-0.5653757440954473,1.5236363636363635,0.5,2.543572250809386,-0.6666666666666666,1,1.272727272727272,-0.19607843137254832,0.5458515283842802,0.3074,-5.830449826989619,0.6833333333333336,-1.8506493506493493,2.7200451466693494,2.937253933193772
164,-3.25,-3.8,2.745,1.54,-1.7889999999999997,-0.1,8.115,-0.24448952511896777,3.2707070707070707,1.5,-5,-2,-2.97979797979798,2,-8.571428571428571,-1.982758620689653,-0.605,-17.054794520547944,0.9150326797385633,6.6455696202531644,-2.115901273274874,-0.641101056459326
165,-1.35,-2.4,0.555,0.04,-0.6760000000000002,2.4,4.915,0.7049277388023785,3.7711864406779663,1,10.998847346415353,-0.6666666666666666,-1.1864406779661016,2,-3.4256055363321813,-1.1261261261261257,-0.19860000000000005,-10.387453874538743,-0.08833922261484162,-0.20547945205479312,2.3781471969827663,2.2111025509279782
166,3.4666666666666663,1.75,1.5883333333333338,-0.14666666666666628,0.9346666666666668,1,-3.645,-1.8769115962052418,-1.9043478260869566,-1.5,-4.698540168252521,-2.6666666666666665,-5,-7.826086956521739,2.0000000000000018,0.8333333333333348,1.1745,1.6101694915254239,-2.166666666666668,-4.083333333333332,-3.5108747069239428,-1.2583426132260587
167,1.575,0.125,1.45,0.6,0.4079999999999995,1.4,1,3.257307883073247,7.157264957264957,-0.5,2.5785548716985023,-0.3333333333333333,-4.743589743589744,1.9145299145299148,-1.5481171548117167,-1.3576158940397365,0.5894999999999999,-3.258928571428572,-3.2765957446808525,-1.6804979253112018,0.9687194226713114,2
168,-2.3,-3.05,2.45,1.47,-1.3379999999999992,0.5,6.24,0.3346929606077157,3.5765765765765765,0,-4.620346365834147,-2.3333333333333335,0.9459459459459459,2,-6.693227091633465,-2.384615384615385,-0.45199999999999996,-15.278969957081545,-0.7028112449799195,4.058823529411764,1.2172747402268556,1.6332495807107996
169,-2.875,-3.625,4.3675,2.53,-1.3040000000000003,-1.2,6.755,0.9399209455240083,4.0890756302521005,0.5,-5,-2,-4.327731092436975,2,-8.103448275862068,-2.142857142857144,-0.24290000000000003,-19.27272727272727,0.431034482758621,6.833333333333336,-3.954638982812739,-0.30958424017657027
170,-3.275,-3.95,5.0675,2.82,-1.455,-1.9,7.42,0.21688948062024138,4.242424242424242,1,-5,-2.3333333333333335,-5,1.797979797979798,-7.529411764705882,-2.0000000000000018,-0.3358,-17.345679012345677,-0.058139534883721034,4.204545454545454,-5.356349239007045,0
171,1.9,0.3,0.7125,0.05,0.6509999999999998,1.4,-2.37,-1.5419477733263307,-0.9352941176470588,-0.5,0.4502290284059827,1.6666666666666667,1.8627450980392155,0.6274509803921575,3.9906103286384997,3.092105263157894,1.3143,0.4726368159203975,0.9512195121951228,-0.6018518518518512,0.06651917331936374,-1.127016653792583
172,1.525,-0.1,0.725,0.05,0.7420000000000009,1.3,-1.4875,-1.3652660089721533,0.18909090909090906,2,-1.7875323303605455,-1.6666666666666667,-3.1818181818181817,1.9090909090909094,2.6293103448275845,1.5333333333333332,2.7469,-1.272321428571428,1.541850220264318,-4.570815450643777,0.4596248337403068,-0.10102051443364424
173,-2.95,-3.575,3.84,2.57,-1.6370000000000005,-0.4,7.245,1.0404133632040993,3.734579439252337,1.5,-5,-2.3333333333333335,0.8878504672897194,2,-8.223350253807107,-2.2602739726027377,-0.41159999999999997,-17.554347826086953,-0.0512820512820511,6.5920398009950265,-0.5431677051990391,1.2449979983983983
174,2,0.175,0.7175,0.15,1.045,1.7,-2.5075,1.234213409213912,2.5350877192982457,0.5,2.7411768368375307,1.6666666666666667,-1.0526315789473686,0.5964912280701753,2.142857142857144,2.1532846715328446,1.3264,0.5066079295154191,-1.982758620689653,-1.987447698744771,0.8429795177548591,-0.7573593128807152
175,1.25,-0.525,0.61,0.03,0.891,1.9,-0.6325,-0.15051815729952664,2.321739130434783,-0.5,5.02725859539301,1,-0.9782608695652172,-0.39130434782608603,0.6338028169014098,0.6701030927835072,1.0439,-0.18656716417910335,-1.8817204301075252,-2.2027972027972043,2.146428199482248,2.4833147735478827
176,-2.425,-3.15,1.995,1.14,-1.3840000000000003,0.8,6.09,-0.5969780531349949,1.8646464646464644,1,-5,-2,-0.15151515151515155,1.898989898989899,-5.88709677419355,0.19607843137254832,-0.221,-14.565217391304346,0.5737704918032804,3.359375,-3.5108747069239428,0.09901951359278449
177,-0.975,-2.15,-0.3475,-1.08,-0.32099999999999973,3.4,3.89,0.13105006910479233,2.3252525252525253,0,3.795783212853459,-1.3333333333333333,-3.8888888888888884,1.898989898989899,-4.577777777777778,-1.2711864406779672,-0.14849999999999994,-8.946078431372548,-2.149321266968327,-0.9210526315789469,0.32970971675589134,1.855654600401044
178,-4.05,-4.55,3.4825,1.93,-2.0619999999999994,-0.8,9.36,-0.5184614988886622,2.754545454545455,2,-5,-2.6666666666666665,-5,-1.6363636363636367,-12.666666666666666,-7.5,-0.6341,-22.857142857142854,1.7857142857142838,13.666666666666663,-11.127016653792584,-3
179,-4.3,-4.8,3.2,1.5,-2.026,-0.8,9.18,0.36471389700145634,4.796428571428571,1.5,-5,-2.3333333333333335,-5,1.910714285714286,-10.461538461538462,-3.9743589743589736,-0.6869,-21.46153846153846,-0.6923076923076943,11.567164179104479,-6.693376137081925,-2
180,-1.4,-2.6,3.315,0.01,-0.16799999999999926,-2,4.635,-0.9837689901668348,0.4970297029702969,-0.5,-4.5685632966607175,-0.3333333333333333,-1.8316831683168318,-2.1584158415841586,-4.172932330827068,-1.25,0.028999999999999915,-11.174089068825909,-0.596153846153844,1.7286245353159835,1.6433169770932388,2.280109889280518
181,-2.275,-3.25,4.1875,1.2,-0.6780000000000008,-2.2,6.265,-1.0452519548136094,1.2757894736842104,2,-5,-1.6666666666666667,1.8421052631578945,1.894736842105263,-6.5193370165745845,-1.333333333333333,-0.25439999999999996,-15.297619047619046,0.02808988764044784,4.890710382513661,-1.1797250389147464,0.8309518948453007
182,-2.375,-3.2,3.6775,1.58,-0.9499999999999993,-2.2,6.79,0.5194662456268432,4.589898989898989,0.5,-0.020069308131169236,-1,-4.393939393939394,2,-7.606382978723403,-2.709923664122136,-0.5015,-16.889534883720927,-1.6844919786096257,4.895287958115184,-0.8932640203341151,1.9282032302755088
183,-1.45,-2.45,3.065,1.36,-0.5340000000000007,-1.6,3.73,0.6704857701671324,3.4295652173913043,-1,1.929043769442378,-0.3333333333333333,-3.2608695652173916,1.7391304347826093,-2.407407407407409,0.2095808383233555,-0.022300000000000077,-8.257575757575756,-1.113744075829386,-0.183486238532109,-0.10033557424866046,1.324555320336759
184,2.05,0.475,0.6725,0.32,0.5340000000000007,2.2,-2.465,-1.6359618179643818,-1.066,1.5,-0.5231938699354023,-0.3333333333333333,1.1,1.7,3.9917695473251014,1.6025641025641013,2.8598999999999997,-0.5252100840336116,2.2478991596638664,-3.4897959183673466,1,-0.7573593128807152
185,2.125,0.575,-0.11,-1.16,0.5790000000000006,1.2,-2.83,-1.732298948057709,-1.021818181818182,1.5,-1.3656218992507847,1.3333333333333333,1,-0.2727272727272734,3.858267716535435,2.152317880794703,1.3202000000000003,0.591836734693878,0,-2.215686274509805,1.278820596099706,-1.127016653792583
186,2.35,0.65,0.485,-0.2,0.968,1.6,-2.97,-1.408953371368961,-0.8209523809523809,-1,-2.695876974188013,-0.6666666666666666,-4.809523809523809,-3.7142857142857144,2.8042328042328046,0.44642857142857206,1.8695,-1.74731182795699,5.5405405405405395,-5.634920634920637,-0.964331152381801,-1.5358983848622456
187,1.625,0.1,0.8075,0.05,0.4250000000000007,1,-1.9675,-1.3394409455509093,-0.49607843137254903,0.5,-0.1131416419172674,0.6666666666666666,-3.5294117647058827,-2.117647058823529,3.2752613240418116,1.023391812865495,1.2861999999999998,0.3985507246376807,-0.44802867383512357,-2.395833333333335,2.406895185529212,-0.5278640450004204
188,2.2,0.55,0.1175,-0.82,0.7050000000000001,1.3,-3.01,-1.9445064603388817,-1.7945454545454544,-1,-3.9082398763177832,-1,3,1.9090909090909094,4.305555555555554,2.2340425531914887,0.9719999999999999,1.0426540284360186,-0.6132075471698117,-0.9174311926605494,0,-1.6833752096446002
189,2.025,0.45,0,-1.15,0.5630000000000006,0.9,-2.605,-1.343943051679741,-0.1676767676767678,2,-1.5320510663463347,-0.3333333333333333,-0.05050505050505052,1.797979797979798,3.8909090909090915,1.3473053892215558,1.8309000000000002,0.41353383458646586,0.617977528089888,-2.971014492753623,1.9115345252877631,0
190,1.45,0,0.875,0.18,0.3279999999999994,1,-1.3725,-1.2166887503926247,-0.08727272727272713,1,-0.9826543356148545,1.6666666666666667,0.5454545454545453,-0.09090909090909065,3.571428571428572,2.707006369426752,1.8225000000000002,0.18749999999999822,-0.8979591836734713,-1.4426877470355715,1.1245154965970983,-0.641101056459326
191,1.45,0,0.78,0.02,0.3460000000000001,1,-1.535,-1.1776636737550545,0.425,0,1.8521577472267818,1,1.4285714285714293,1.732142857142857,2.3584905660377364,0.950000000000002,2.5824,-1.3201320132013183,1.6504854368932032,-3.5266457680250785,3.2756668824970667,-0.41742430504416017
192,1.35,-0.1,0.5875,-0.56,0.23799999999999955,0.3,-1.32,-1.548250343772263,-0.40701754385964917,1.5,-2.231532422913307,0.6666666666666666,2.368421052631578,0.6842105263157905,3.75,3.6614173228346436,1.7319,0.1302083333333348,0.02617801047120505,-1.7821782178217838,-0.508623253810562,-0.641101056459326
193,1.05,-0.35,1.5525,1.1,0.15199999999999925,1.2,-0.8975,-1.0033786299349408,0.31632653061224475,0.5,3.5912205513101743,-0.6666666666666666,2.8571428571428568,1.5918367346938767,2.21774193548387,2.6190476190476186,1.9289,-1.6382978723404262,0.5601659751037324,-2.670682730923697,1.0934769394310813,0.19615242270663202
194,0.7,-0.85,1.635,-1.66,0.4659999999999993,-1.8,0.625,0.452115508014756,3.04,-1,-4.9024362532819925,-2.3333333333333335,-5,1.9,0.3535353535353547,0.4054054054054035,0.9132999999999999,-2.807486631016043,-0.6958762886597958,-5.50251256281407,-0.40548048067357634,-1.2583426132260587
195,1.25,-0.35,0.2375,-2.11,0.5879999999999992,-1.6,-1.21,-1.2776521032674395,0.05048543689320404,0.5,-2.921278645445497,-0.6666666666666666,4.223300970873787,1.9029126213592236,4.285714285714284,4.527559055118111,1.3712,-0.09036144578313365,-0.9467455621301779,-0.2808988764044962,-1.3618183030141449,-0.8768943743823394
196,0.4,-1.15,1.0725,-1.6,0.37899999999999956,-2.2,0.885,0.6331974165698352,3.3895652173913042,0.5,6.807763607630417,-0.3333333333333333,-2.4782608695652177,1.4782608695652173,0.7917888563049846,0.3941908713692932,0.5086,-2.978395061728394,0.3003003003003002,-2.514619883040936,3.920887928424502,2.280109889280518
197,0.225,-1.225,1.335,-1.19,0.24499999999999922,-2.1,1.085,0.43399145342161005,3.4363636363636365,0.5,3.5235900000116507,-1.6666666666666667,0.5454545454545453,1.8181818181818188,1.213114754098359,0.34782608695651973,0.5537000000000001,-2.8125,0.4040404040404022,-2.450980392156863,3.1659021245849495,3.062257748298549
198,1.4,-0.2,-0.105,-2.04,0.5739999999999998,-0.8,-1.5,-1.7118538349204895,-0.8330097087378642,2,-0.670211326487437,-0.6666666666666666,1.4077669902912633,1.3203883495145632,3.2399999999999984,1.8789808917197437,1.6674,-0.21097046413502074,-0.1440329218107017,-2.6892430278884483,1.3401346383681911,0
199,1.95,0.3,-0.465,-2.36,0.6590000000000007,-0.4,-2.795,-1.9858858963872275,-1.8792079207920793,-2,-4.437368630362983,-2.6666666666666665,4.4059405940594045,1.4059405940594047,5.968992248062017,4.63855421686747,0.6907,1.8400000000000016,-1.4516129032258052,1.5909090909090917,-3.3380962103093985,-0.8768943743823394
200,0.825,-0.6,1.055,-1.11,0.2010000000000005,-1.5,-0.345,-1.2217355907429788,0.676923076923077,0.5,4.211352536953342,0,0.4700854700854705,1.658119658119658,1.3928571428571423,1.907216494845363,1.3228000000000002,-2.537593984962405,0.8029197080291972,-3.1850533807829162,2,1.164414002968976
201,0.2,-1.3,1.1425,-1.5,0.3960000000000008,-2.5,1.23,1.7849537681056524,4.813913043478261,-0.5,-0.1585837791314052,-1.3333333333333333,-3.7826086956521734,1.9130434782608703,-0.6338028169014098,0.15000000000000124,0.2455,-3.2251908396946583,-2.1402877697841705,-0.859649122807018,2.4928556845359005,3.306623862918075
202,1.65,0.1,-0.17,-1.92,0.5069999999999997,-0.3,-2.04,-1.3711007236812085,-0.5603603603603604,-0.5,-1.740515988894118,-1.3333333333333333,-0.6756756756756758,1.8198198198198199,3.4389140271493224,2.6811594202898537,1.4601,-0.9523809523809534,1.4883720930232558,-4.144144144144146,0.16575088810310135,-0.41742430504416017
203,-0.375,-1.625,2.2,-0.01,-0.16300000000000026,-2,2.1425,-1.178547331203702,1.0981818181818181,0.5,5.117153132745296,-1,2.090909090909091,1.9090909090909094,-0.19685039370078705,1.1395348837209296,0.6599,-6.087866108786613,1.8825910931174095,-0.8203125,1.278820596099706,0.9160797830996161
204,-0.75,-1.95,2.28,-0.08,-0.13100000000000023,-2.4,3.7975,0.22614522635144796,4.279999999999999,0,0.9883760409194164,-1,-2.909090909090909,1.9090909090909094,-1.7592592592592604,-0.16129032258064502,-0.19589999999999996,-8.95,0.23809523809523725,-2.0642201834862384,0.16575088810310135,1.6332495807107996
205,1.6,0.05,-0.09,-1.66,0.5640000000000001,0,-1.955,-1.0897019340856868,-0.28909090909090907,0,-2.07440355588481,1.3333333333333333,-2.5454545454545454,-2,3.2399999999999984,3.014184397163122,1.1042999999999998,1.182572614107884,-1.3636363636363624,-1.4541832669322696,1.1245154965970983,-0.8768943743823394
206,2.05,0.5,-0.395,-1.82,0.5440000000000005,0.6,-2.68,-1.9696470580629017,-1.8072727272727274,-2,0.01968509268996968,0.6666666666666666,-3.818181818181818,-0.1818181818181813,4.170040485829958,2.3469387755102034,2.0567,0.8823529411764719,0.4375000000000018,-2.6305220883534153,1.06237840420901,-1.3944487245360109
207,0.5,-0.75,1.605,-0.06,-0.17600000000000016,-1.2,0.12,0.09401792005344362,3.0851485148514852,0,3.0395865460617677,-2,-1.1386138613861383,2,0.2145922746781137,1.2416107382550345,1.3402999999999998,-2.5917431192660567,-0.7268722466960353,-3.8888888888888884,0.5884572681198961,0.8309518948453007
208,1.05,-0.4,0.69,-0.68,0.30400000000000027,-0.2,-0.6175,-1.1747024409822031,0.4185185185185187,1.5,1.8302662577564088,0,0.46296296296296263,1.4444444444444442,1.9215686274509824,2.0000000000000018,1.9499,-2.157676348547719,1.6733870967741948,-3.59375,1.3095064303000896,0.38516480713450374
209,1.325,-0.125,1.065,0.29,0.36299999999999955,1,-0.9525,-0.18996626303940617,1.9655172413793103,0,13.929254036684041,0,-2.9310344827586206,1.827586206896551,-0.7200000000000006,-0.387931034482758,1.0152,-2.056338028169016,-0.997267759562841,-2.71276595744681,4.798989873223331,2
210,-2.4,-3.1,4.2,2.98,-1.5199999999999996,-0.4,6.49,-0.17272250204893708,3.225,1.5,-5,-2,-3.653846153846154,2,-7.338709677419355,-2.5268817204301097,-0.07270000000000003,-16.72413793103448,2.336065573770494,3.9763779527559073,-3.3380962103093985,-0.30958424017657027
211,1.2,-0.4,1.14,0.76,0.6159999999999997,1.6,1.025,2.112131290348895,4.623076923076923,1,13.095063451781906,-0.3333333333333333,-1.7307692307692306,1.9038461538461546,1.3043478260869579,1.1463414634146352,0.9984999999999999,-3.2115384615384635,1.333333333333333,-2.653429602888089,2.2046505340852534,0.8309518948453007
212,-2.9,-3.5,1.69,0.58,-1.5679999999999996,0.6,7.365,-1.5895287716059678,-0.46947368421052627,0,-5,-2.3333333333333335,-5,-6.210526315789474,-7.674418604651163,-2.6923076923076916,-0.5322,-20.249999999999996,-0.8333333333333348,9.318181818181817,-8.071796769724491,-1.5358983848622456
213,1.7,0.05,0.135,-2.28,0.7240000000000002,-1.6,-1.8925,-1.584947204562,-1.0245283018867926,-0.5,-4.29359732583379,0,3.9622641509433962,1.1509433962264155,5,3.9743589743589736,0.6361000000000001,0.7012195121951237,-1.1144578313253017,0.2023121387283222,-1.5463759529262902,-0.7573593128807152
214,-1.25,-2.225,3.19,2.59,-0.8089999999999993,-0.2,3.225,2.097373383606703,4.887619047619047,-1,13.858631477872077,-0.6666666666666666,-3.0952380952380953,1.904761904761905,-2.9663608562691124,-0.9911894273127775,0.06440000000000001,-8.527508090614887,0.2639751552795033,-1.4741641337386024,3.601075237738275,3
215,-3.55,-4.175,5.7425,3.49,-1.705,-1.8,8.385,1.332642536206257,4.985714285714286,2,-5,-2.3333333333333335,-5,-0.05357142857142918,-8.928571428571427,-2.5,-0.33419999999999994,-19.358974358974358,-1.3580246913580263,9.117647058823533,-5.6191684803531405,-1.3944487245360109
216,-1.975,-2.775,4.115,3.1,-1.2289999999999992,-0.7,4.42,2.187710628316313,5.285470085470085,2,-5,-2,-2.1794871794871797,2,-4.688995215311005,-0.4430379746835422,0.2814,-11.224489795918368,-0.92682926829268375,2.1698113207547154,-0.10033557424866046,1
217,1.8,0.275,0.8575,0.44,0.5169999999999995,1.8,-2.085,-1.3093480254679368,-0.2724137931034484,2,1.0978517515508939,1.3333333333333333,-1.4655172413793103,1.3103448275862064,2.222222222222223,1.5060240963855431,1.8821999999999999,-1.0038610038610019,-0.1310861423220988,-3.819188191881917,1.8819430161341337,0.29150262212918143
218,-0.35,-1.5,2.475,1.09,-0.36599999999999966,-1.1,2.12,-0.3939144892017697,2.0823529411764703,1,5.032841937675968,-1,2.310924369747899,1.9159663865546221,-1.260162601626016,0.4166666666666652,0.7097000000000001,-6.681222707423582,2.0624999999999982,-0.8870967741935498,1.278820596099706,1.324555320336759
219,-1.8,-2.85,3.865,1.12,-0.6059999999999999,-2.2,4.355,1.1139647644981772,5.130275229357798,0.5,1.9150594591896715,-1,0.8715596330275233,2,-3.1557377049180335,-0.0952380952380949,0.21509999999999999,-10.660792951541849,-0.18907563025210017,1.4227642276422747,1.0312195418813985,1.855654600401044
220,0.45,-0.95,1.455,-0.88,0.16000000000000014,-1.8,-0.115,-1.2850887666113056,0.47272727272727266,1,-3.9232752392497026,-1,-2.520661157024793,1.9173553719008267,1.3043478260869579,1.100628930817611,1.0571000000000002,-2.40506329113924,0.12145748987854255,-4.803149606299213,1.1245154965970983,-0.2041684766872809
221,-0.7,-1.775,2.36,1.78,-0.4610000000000003,0.8,3,0.574071788297565,3.0945454545454547,-1,-0.22297848384962163,-0.3333333333333333,-0.36363636363636404,1.8181818181818188,-2.7671232876712315,-1.5328467153284686,0.092,-6.613372093023258,-1.4066852367688032,0.12261580381471404,4.261360284258224,3.8881944173155887
222,1.35,-0.1,0.3175,-1.41,0.22600000000000087,-0.7,-1.265,-0.9814992293327045,0.38181818181818167,2,-1.0732403104577606,-1.6666666666666667,-2.8181818181818183,1.9090909090909094,1.4827586206896548,0.6111111111111089,1.1257000000000001,-0.40925266903914626,0.22887323943661997,-3.6643835616438336,2.233687939614086,0.9160797830996161
223,2,0.35,0.1975,-0.95,0.8279999999999994,0.7,-2.6325,-1.3148348082417625,-0.3423728813559322,2,-2.2859059222992824,-0.3333333333333333,2.8813559322033897,1.6610169491525426,4.100418410041842,2.7857142857142847,1.169,0.8515283842794741,-0.6465517241379315,-1.3750000000000018,0.7480157480236223,-0.10102051443364424
224,2.05,0.35,0.245,-0.72,0.9000000000000004,1.2,-2.63,-1.8074998423906836,-1.4407766990291262,1.5,-4.290063493395493,0.3333333333333333,1.5048543689320397,-0.9126213592233015,3.552123552123554,2.048192771084336,0.9571000000000002,1.419753086419755,-1.5139442231075684,0.38461538461538325,1.3707055437449007,-0.8768943743823394
225,1.925,0.25,0.03,-0.9,1.0760000000000005,1.6,-2.305,-1.8164516657245997,-1.669811320754717,0.5,-2.6069497837974307,-2,-4.811320754716982,1.905660377358491,4.055299539170507,1.8181818181818166,1.6332,-0.3554502369668233,2.264150943396226,-4.680365296803655,0.09966887054149964,-0.641101056459326
226,0.95,-0.65,1.0875,0.66,0.609,1.4,-0.4275,-1.383232183712246,0.0038461538461540103,1,1.2927837629099632,-0.6666666666666666,0.28846153846153866,1.615384615384616,2.9045643153526957,2.2023809523809534,3.3716,-2.2173913043478244,1.694915254237288,-3.7603305785123986,0.8429795177548591,-0.2041684766872809
227,2.1,0.25,0.1,-0.62,1.298,1.8,-2.8075,-1.913831018613142,-1.728846153846154,-0.5,-3.1935921862800107,-0.6666666666666666,-3.846153846153846,1.7115384615384612,4.351851851851851,2.132352941176472,1.8713000000000002,-0.09433962264151052,3.00469483568075,-4.357798165137616,0.03329637837290811,-2
228,2.525,0.85,-0.2325,-3.12,0.9779999999999998,-1.8,-2.88,-1.9417995133831614,-1.7351851851851852,0.5,-5,-0.3333333333333333,-4.814814814814815,-5.222222222222222,4.074074074074074,2.34375,0.7172999999999998,2.908653846153846,-2.6303317535545023,0.4587155963302747,0.5241746962600242,-2.76393202250021
229,1.85,0.225,0.4025,-2.55,0.7430000000000003,-2.2,-1.875,-1.4460898908777367,-0.595959595959596,0.5,1.4527190034609612,-1.6666666666666667,-5,1.4949494949494948,0.15974440894568787,-0.42857142857142705,0.9829999999999999,1.10544217687075,-2.598684210526314,-1.5286624203821653,3.520259177452136,1.855654600401044
